x,y,location,bluetooch1,bluetooch2,bluetooch3,bluetooch4,bluetooch5,bluetooch6
2,3,2x3y,-71.793,-67.7703,-87.3405,-87.1943,-91.7521,-97.358
2,3,2x3y,-68.8777,-69.806,-86.6498,-90.736,-87.3723,-89.3062
2,3,2x3y,-69.2398,-66.9392,-87.2086,-84.9131,-91.5939,-96.964
2,3,2x3y,-65.5103,-68.9567,-88.6281,-88.2754,-83.8853,-92.0182
2,4,2x4y,-70.6148,-63.4015,-95.5404,-89.6071,-83.583,-97.7431
2,4,2x4y,-71.5335,-66.009,-89.3336,-84.6504,-87.5896,-86.9363
2,4,2x4y,-69.7398,-65.195,-91.4531,-81.7876,-79.4397,-98.4734
2,4,2x4y,-71.5886,-69.667,-87.6185,-85.8371,-88.1235,-95.3382
2,4,2x4y,-69.5171,-68.0166,-94.7238,-84.6117,-80.4484,-90.3458
2,5,2x5y,-73.7011,-65.4929,-86.4094,-80.3562,-83.3491,-97.825
2,5,2x5y,-76.1888,-62.5455,-84.6971,-85.3937,-85.1776,-97.5248
2,5,2x5y,-72.0219,-65.8278,-82.3857,-82.9845,-88.7673,-97.3535
2,5,2x5y,-77.2714,-65.4435,-87.2033,-86.8295,-86.1416,-93.6977
2,5,2x5y,-71.6705,-62.8135,-86.2565,-87.3,-88.1362,-95.4227
2,6,2x6y,-80.615,-63.3936,-85.9766,-79.2196,-87.5884,-92.6537
2,6,2x6y,-80.6703,-65.8886,-96.1705,-84.3599,-88.1766,-93.273
2,6,2x6y,-79.0614,-66.8332,-87.6742,-84.6559,-88.1012,-90.8766
2,6,2x6y,-79.5689,-67.5825,-84.5669,-84.6342,-86.9091,-90.6642
2,6,2x6y,-75.4327,-66.549,-87.66,-87.7496,-81.9427,-94.3307
2,7,2x7y,-76.7109,-65.3272,-84.932,-81.5297,-81.9679,-93.6023
2,7,2x7y,-82.6576,-66.9444,-92.1982,-84.0301,-80.9926,-92.0743
2,7,2x7y,-79.8661,-67.8225,-88.5122,-78.0304,-83.5973,-90.5019
2,7,2x7y,-82.9223,-66.7789,-85.0066,-80.46,-76.9807,-91.6873
2,7,2x7y,-73.6736,-69.6393,-94.971,-80.4587,-81.5325,-85.6623
2,8,2x8y,-86.3132,-73.9803,-92.5478,-88.1472,-83.41,-94.9497
2,8,2x8y,-84.7349,-72.0109,-84.6809,-81.3968,-80.1205,-84.3732
2,8,2x8y,-78.3598,-74.2261,-95.115,-85.5462,-81.6174,-90.6395
2,8,2x8y,-79.4602,-75.3953,-93.3785,-80.2105,-79.8236,-84.9158
2,8,2x8y,-80.1386,-71.8026,-89.737,-82.4104,-83.5717,-85.751
2,9,2x9y,-86.7065,-72.0194,-93.3518,-81.7849,-80.1231,-88.5693
2,9,2x9y,-89.6015,-73.3032,-87.1948,-84.7253,-80.3169,-95.4737
2,9,2x9y,-80.8459,-70.0789,-89.8912,-77.7145,-78.0793,-91.1059
2,9,2x9y,-81.6238,-76.5163,-86.738,-80.8723,-81.8545,-92.5392
2,9,2x9y,-80.2078,-70.576,-86.8229,-83.5098,-76.5238,-94.9999
2,10,2x10y,-81.3683,-72.7132,-89.481,-86.919,-77.9599,-84.3241
2,10,2x10y,-88.2126,-79.0561,-89.7392,-84.0072,-74.9181,-94.0406
2,10,2x10y,-86.7876,-76.8457,-92.6233,-77.6266,-76.8082,-94.7951
2,10,2x10y,-81.7663,-75.546,-88.3551,-80.7248,-78.5483,-85.469
2,10,2x10y,-83.8705,-74.5736,-92.9807,-77.8755,-79.8258,-90.5233
2,11,2x11y,-81.5203,-76.451,-89.7096,-81.7761,-73.5087,-91.0066
2,11,2x11y,-87.0727,-72.9585,-92.3563,-81.6317,-77.547,-86.536
2,11,2x11y,-85.3579,-77.8715,-92.5573,-87.2426,-75.1764,-87.5369
2,11,2x11y,-88.8044,-76.0637,-88.1637,-79.9023,-72.2032,-86.9088
2,11,2x11y,-78.23,-74.8816,-87.3869,-85.3274,-70.5454,-83.2162
2,12,2x12y,-91.7759,-84.4157,-89.124,-83.953,-70.9482,-87.5597
2,12,2x12y,-88.823,-80.451,-89.1344,-84.152,-73.4512,-88.3154
2,12,2x12y,-92.6528,-78.986,-88.2181,-82.4944,-68.6409,-85.5372
2,12,2x12y,-82.3784,-74.1707,-92.3207,-81.7766,-71.5594,-88.0444
2,12,2x12y,-91.6868,-81.5402,-87.7943,-78.8487,-75.5182,-86.5573
2,13,2x13y,-87.9634,-84.8215,-96.3346,-83.3135,-65.5524,-84.1407
2,13,2x13y,-90.0097,-82.0941,-94.12,-79.0124,-70.118,-86.8105
2,13,2x13y,-88.618,-77.5369,-90.8725,-79.7959,-65.124,-89.3088
2,13,2x13y,-88.8353,-84.6532,-90.7392,-81.2884,-66.1308,-90.9866
2,13,2x13y,-89.6669,-85.9815,-96.3579,-79.5431,-68.9654,-92.5343
2,14,2x14y,-86.9164,-89.4354,-91.7145,-86.0449,-68.5521,-84.667
2,14,2x14y,-83.9774,-82.6539,-84.9003,-84.2087,-64.9503,-86.5957
2,14,2x14y,-95.1659,-85.2997,-93.9929,-85.3209,-67.2645,-84.7453
2,14,2x14y,-85.7121,-80.3784,-87.6561,-87.7745,-65.496,-94.0276
2,14,2x14y,-93.097,-79.0019,-82.3433,-88.3309,-68.2073,-89.9146
2,15,2x15y,-88.6316,-82.6488,-90.5764,-78.9469,-64.561,-87.313
2,15,2x15y,-87.3057,-88.8874,-89.7424,-82.9434,-66.7823,-84.5504
2,15,2x15y,-87.1676,-78.7211,-92.358,-83.0313,-62.3561,-83.5108
2,15,2x15y,-91.821,-83.4319,-94.6479,-85.9964,-62.0012,-92.2198
2,15,2x15y,-92.9157,-84.6939,-87.8538,-86.3834,-63.0724,-91.6269
2,16,2x16y,-88.8006,-80.73,-96.6708,-84.7374,-65.234,-84.629
2,16,2x16y,-90.2686,-79.9506,-93.3865,-80.2161,-69.1696,-88.8571
2,16,2x16y,-89.7295,-86.6948,-91.9175,-82.8284,-66.6577,-92.1013
2,16,2x16y,-97.3124,-84.9005,-93.3273,-85.7456,-62.9081,-86.9526
2,16,2x16y,-98.2274,-93.2707,-94.0752,-81.0456,-64.5428,-90.2684
2,17,2x17y,-93.2012,-84.9815,-94.5053,-84.2315,-68.1001,-92.2627
2,17,2x17y,-90.3132,-85.7602,-97.2531,-88.8135,-69.3971,-92.963
2,17,2x17y,-94.7048,-91.6624,-98.6158,-81.6325,-67.4413,-90.9858
2,17,2x17y,-95.7669,-90.7572,-97.8717,-79.6317,-64.8883,-93.3728
2,17,2x17y,-96.8724,-87.0057,-93.0235,-87.7037,-69.994,-92.0566
2,18,2x18y,-88.1175,-92.6259,-97.5516,-88.002,-67.5125,-89.3802
2,18,2x18y,-90.2623,-85.6875,-96.3667,-83.8113,-74.3492,-92.2885
2,18,2x18y,-99.5698,-89.6914,-91.2666,-88.56,-67.1735,-84.9613
2,18,2x18y,-90.7141,-88.4092,-95.2992,-86.5204,-66.1455,-87.0138
2,18,2x18y,-97.0601,-89.7546,-99.7365,-86.6702,-65.7927,-86.7061
2,19,2x19y,-101.9332,-93.6839,-90.6502,-86.8831,-76.8539,-90.5264
2,19,2x19y,-96.2744,-93.5893,-86.5837,-85.2606,-75.607,-93.6932
2,19,2x19y,-91.6846,-93.7762,-89.3392,-91.2349,-73.037,-84.5002
2,19,2x19y,-100.3041,-83.0017,-100.0402,-88.876,-73.7865,-94.6288
2,19,2x19y,-91.3179,-86.7677,-87.8625,-83.8382,-75.943,-85.4883
3,1,3x1y,-63.1665,-68.2773,-93.8689,-86.1849,-96.646,-92.5685
3,1,3x1y,-65.4096,-68.4378,-85.1967,-81.1923,-93.7762,-92.3534
3,1,3x1y,-63.525,-70.4217,-87.0296,-90.2959,-89.5065,-98.0485
3,1,3x1y,-66.2307,-73.2005,-85.8369,-82.3339,-91.9447,-99.0705
3,1,3x1y,-64.2359,-74.3052,-91.6559,-88.9834,-93.7572,-87.9511
3,2,3x2y,-68.1916,-66.7377,-82.7842,-81.7777,-84.6756,-99.8507
3,2,3x2y,-66.7895,-73.0359,-92.7195,-88.7867,-93.0375,-93.9412
3,2,3x2y,-63.5188,-68.9692,-91.6477,-87.7116,-90.7143,-92.2378
3,2,3x2y,-68.6884,-69.3647,-87.3396,-87.3641,-92.0017,-95.1616
3,2,3x2y,-66.5804,-67.0431,-85.3921,-91.2478,-89.7304,-92.5755
3,3,3x3y,-70.8449,-65.3199,-91.0737,-80.8661,-93.8494,-92.1759
3,3,3x3y,-67.292,-63.4952,-89.1118,-85.8991,-87.0967,-93.029
3,3,3x3y,-70.9687,-60.3698,-94.179,-87.2043,-88.5544,-92.0907
3,3,3x3y,-69.7281,-59.9921,-90.1849,-86.0131,-89.7894,-91.7866
3,3,3x3y,-69.8283,-62.9254,-85.7087,-86.4493,-87.5299,-91.4579
3,4,3x4y,-72.0883,-59.0567,-86.8168,-83.8613,-90.5239,-91.503
3,4,3x4y,-72.4375,-59.9708,-83.6834,-88.7933,-85.3377,-87.9904
3,4,3x4y,-77.5122,-59.1415,-83.8585,-82.1197,-90.23,-91.1129
3,4,3x4y,-71.8481,-57.3041,-85.4653,-78.7356,-82.3019,-91.2269
3,4,3x4y,-73.8003,-61.0829,-89.1155,-77.1429,-86.4157,-91.0882
3,5,3x5y,-74.2217,-58.4792,-87.3203,-86.1567,-84.6904,-92.3971
3,5,3x5y,-73.767,-58.1962,-87.5723,-76.8188,-86.4618,-87.3836
3,5,3x5y,-80.3188,-60.1884,-87.3594,-77.6798,-85.2587,-91.9355
3,5,3x5y,-74.952,-54.0723,-89.6733,-79.1338,-87.9824,-88.9486
3,5,3x5y,-71.7043,-58.0625,-81.8496,-81.3631,-86.0448,-92.5768
3,6,3x6y,-82.322,-61.4668,-84.5156,-75.8671,-85.7296,-93.7314
3,6,3x6y,-75.0815,-57.1632,-87.8043,-82.1629,-85.2446,-89.7335
3,6,3x6y,-83.2977,-57.3012,-85.5343,-83.1041,-82.115,-89.4048
3,6,3x6y,-79.842,-60.881,-81.3206,-82.5791,-81.0026,-95.846
3,6,3x6y,-80.9036,-59.9063,-86.6656,-79.4012,-81.195,-94.7848
3,7,3x7y,-83.3765,-66.075,-83.8286,-76.2463,-79.4464,-94.8078
3,7,3x7y,-77.8862,-64.9474,-83.3749,-82.519,-76.4018,-88.7107
3,7,3x7y,-84.1984,-63.9178,-88.7244,-80.2083,-84.6219,-89.023
3,7,3x7y,-77.4324,-62.2942,-81.6321,-79.9323,-80.7988,-92.2991
3,7,3x7y,-79.8827,-61.3272,-86.4582,-79.3538,-81.8168,-89.1318
3,8,3x8y,-78.5523,-69.7854,-89.6246,-77.9465,-78.9829,-94.8518
3,8,3x8y,-86.3023,-69.406,-92.8518,-84.1676,-73.6253,-96.8051
3,8,3x8y,-86.6049,-69.0841,-85.7633,-75.6297,-78.4378,-87.5955
3,8,3x8y,-77.9158,-69.5753,-93.0562,-80.6216,-78.8098,-90.78
3,8,3x8y,-85.1342,-68.0928,-85.4932,-79.9706,-74.1158,-88.9346
3,9,3x9y,-87.3538,-73.635,-80.5756,-83.7851,-71.4284,-90.7587
3,9,3x9y,-79.0143,-70.573,-81.0924,-81.8207,-76.8621,-86.929
3,9,3x9y,-82.8314,-69.8662,-94.5194,-78.2686,-75.537,-95.4457
3,9,3x9y,-86.1025,-69.0208,-83.0299,-81.2552,-79.7797,-86.0446
3,9,3x9y,-84.4216,-71.5225,-82.6139,-76.453,-76.5674,-87.2422
3,10,3x10y,-86.5864,-70.0885,-81.4712,-80.6779,-78.4066,-86.3273
3,10,3x10y,-82.4908,-73.5454,-90.1402,-77.2475,-75.548,-83.8079
3,10,3x10y,-83.4795,-75.6695,-90.775,-78.0398,-75.4364,-88.8246
3,10,3x10y,-82.3805,-73.196,-88.9805,-80.7926,-75.2328,-84.1277
3,10,3x10y,-84.0434,-74.2821,-92.2249,-82.2758,-75.7315,-84.7652
3,11,3x11y,-82.5827,-77.4847,-90.9127,-78.5012,-73.8462,-83.43
3,11,3x11y,-85.937,-75.0203,-91.7598,-85.1406,-71.4615,-91.9923
3,11,3x11y,-82.7032,-75.5185,-87.7395,-78.4193,-70.3411,-89.6425
3,11,3x11y,-89.8902,-80.5798,-92.6313,-79.9688,-67.6894,-85.5765
3,11,3x11y,-87.2617,-75.2789,-88.3116,-73.9752,-72.4408,-89.3666
3,12,3x12y,-93.7523,-74.066,-94.6315,-75.0019,-70.802,-94.737
3,12,3x12y,-92.9159,-80.096,-90.6875,-80.3113,-65.4552,-93.9607
3,12,3x12y,-82.6268,-80.5589,-89.9322,-79.2498,-66.7254,-85.7733
3,12,3x12y,-95.1083,-79.2549,-92.3938,-76.3804,-70.1928,-93.8752
3,12,3x12y,-83.7563,-76.7888,-93.9894,-75.4042,-71.7961,-85.1513
3,13,3x13y,-92.0819,-82.7037,-88.8917,-81.338,-67.2181,-84.0069
3,13,3x13y,-94.2837,-83.6763,-92.1978,-80.2175,-60.3106,-83.5803
3,13,3x13y,-89.146,-81.4737,-87.8167,-80.4965,-63.8066,-87.0066
3,13,3x13y,-89.1864,-84.2502,-94.6248,-83.3467,-63.2056,-85.4441
3,13,3x13y,-88.5016,-76.5884,-95.5098,-76.7267,-62.9441,-88.1749
3,14,3x14y,-84.2729,-80.6518,-94.0531,-78.6741,-61.2455,-84.0201
3,14,3x14y,-84.9003,-81.4964,-93.6697,-77.6994,-60.607,-84.9851
3,14,3x14y,-89.9786,-87.1489,-90.1614,-84.8529,-61.4704,-85.5578
3,14,3x14y,-91.0454,-86.8539,-96.6108,-81.25,-59.1657,-91.4366
3,14,3x14y,-90.6835,-83.1711,-86.5581,-82.9894,-61.3035,-84.4211
3,15,3x15y,-87.2071,-91.8807,-90.4393,-87.0264,-57.7273,-85.3408
3,15,3x15y,-93.7177,-86.822,-88.2856,-79.3144,-55.6163,-81.4134
3,15,3x15y,-86.9456,-84.6579,-93.3961,-83.7184,-57.1666,-92.2141
3,15,3x15y,-92.8304,-80.2237,-86.8541,-84.6411,-60.1841,-89.5945
3,15,3x15y,-95.1286,-88.153,-95.7839,-83.6155,-56.4453,-83.5991
3,16,3x16y,-89.7841,-83.3208,-94.5875,-83.9679,-62.0773,-86.8264
3,16,3x16y,-91.723,-84.4546,-91.818,-84.3358,-59.1421,-86.6533
3,16,3x16y,-87.8696,-90.2929,-96.9976,-85.3878,-58.6151,-82.1671
3,16,3x16y,-95.3495,-85.6245,-88.6573,-82.0178,-61.5883,-88.6676
3,16,3x16y,-90.899,-87.4019,-90.1519,-86.7685,-62.5201,-90.621
3,17,3x17y,-92.1853,-85.6754,-91.7043,-81.3475,-64.3521,-88.183
3,17,3x17y,-95.9405,-83.4753,-88.3948,-80.0158,-65.3729,-92.091
3,17,3x17y,-92.9481,-86.7733,-90.8071,-86.8853,-61.7644,-85.3387
3,17,3x17y,-100.0674,-87.5559,-88.0666,-87.3177,-60.416,-85.839
3,17,3x17y,-94.3937,-83.9471,-99.6129,-85.0882,-62.4129,-89.3807
3,18,3x18y,-88.2614,-93.2356,-92.0276,-83.6968,-68.8384,-91.6906
3,18,3x18y,-99.3162,-91.1246,-88.1698,-87.385,-67.8601,-87.2013
3,18,3x18y,-96.6031,-89.6928,-99.4702,-88.7035,-66.6225,-90.0624
3,18,3x18y,-87.4474,-94.772,-94.0049,-82.5746,-69.8929,-93.0993
3,18,3x18y,-91.1777,-89.9934,-100.0436,-83.7663,-64.7022,-88.743
3,19,3x19y,-89.5166,-91.6855,-92.0875,-89.9144,-69.0017,-95.3754
3,19,3x19y,-97.1096,-91.3214,-99.948,-89.3399,-77.1282,-85.3039
3,19,3x19y,-93.9889,-89.7008,-98.1638,-92.8208,-66.2036,-88.2788
3,19,3x19y,-90.7282,-84.2884,-97.1244,-81.9373,-73.0001,-93.1559
3,19,3x19y,-99.8949,-92.0631,-91.7481,-90.5607,-69.4212,-86.3598
4,1,4x1y,-72.8362,-70.6827,-82.4236,-88.652,-82.8746,-93.4429
4,1,4x1y,-69.1026,-70.6801,-89.4473,-86.4376,-96.3805,-97.6848
4,1,4x1y,-67.5414,-67.439,-83.69,-85.6606,-92.5101,-99.5311
4,1,4x1y,-72.6021,-68.7834,-85.9453,-88.7859,-90.0691,-93.4279
4,1,4x1y,-72.4497,-68.3008,-91.0138,-83.1071,-94.4032,-93.1083
4,2,4x2y,-68.0728,-61.9139,-82.2903,-83.4728,-89.743,-90.7954
4,2,4x2y,-75.2227,-61.1954,-85.3364,-78.3544,-87.5214,-90.1765
4,2,4x2y,-75.5875,-62.6525,-84.4876,-87.346,-90.5608,-93.1501
4,2,4x2y,-73.0317,-65.0875,-86.1521,-82.5587,-94.1386,-89.9693
4,2,4x2y,-73.82,-66.115,-79.1859,-78.9136,-97.1556,-98.9586
4,3,4x3y,-73.7317,-57.838,-89.9513,-82.1096,-86.179,-91.786
4,3,4x3y,-74.1275,-56.042,-85.5563,-83.3673,-85.725,-90.1036
4,3,4x3y,-72.6756,-58.2885,-89.6599,-83.3863,-84.7506,-92.3772
4,3,4x3y,-74.9574,-58.6082,-90.625,-85.6119,-84.0242,-94.2751
4,3,4x3y,-73.5488,-61.9514,-83.6818,-85.4942,-87.2365,-96.977
4,4,4x4y,-75.2286,-51.0853,-89.1402,-82.3097,-88.7374,-92.9751
4,4,4x4y,-74.5901,-55.2874,-91.5571,-84.4402,-89.9301,-89.1316
4,4,4x4y,-73.4777,-54.2328,-85.253,-79.8568,-86.4708,-93.6476
4,4,4x4y,-79.7956,-50.8526,-82.9764,-79.3592,-84.328,-90.264
4,4,4x4y,-73.7268,-51.2544,-82.9974,-78.9298,-86.435,-91.9022
4,5,4x5y,-75.8581,-46.8172,-86.7209,-80.9953,-83.2256,-88.5897
4,5,4x5y,-74.6829,-47.7158,-92.5133,-84.4333,-88.1574,-92.7191
4,5,4x5y,-79.2834,-44.414,-87.5747,-80.1733,-88.213,-85.033
4,5,4x5y,-77.2338,-46.4825,-89.1592,-79.8655,-85.0793,-94.9642
4,5,4x5y,-74.4113,-46.5255,-85.1325,-79.7244,-91.2575,-92.2666
4,6,4x6y,-77.0679,-53.0123,-90.0816,-84.4562,-81.4531,-93.9512
4,6,4x6y,-75.7659,-54.5027,-85.2643,-78.8464,-86.4546,-88.5214
4,6,4x6y,-78.8729,-53.1756,-80.5089,-79.4795,-87.3704,-84.9798
4,6,4x6y,-84.3704,-54.8114,-81.9982,-81.5823,-79.764,-99.4765
4,6,4x6y,-79.0779,-54.6495,-83.0397,-75.9438,-78.8997,-92.5497
4,7,4x7y,-83.9279,-62.6113,-85.8721,-82.8461,-81.057,-91.5101
4,7,4x7y,-79.986,-56.3779,-86.8525,-75.2568,-85.212,-92.7032
4,7,4x7y,-75.9559,-57.9592,-85.2498,-76.5266,-80.303,-87.8021
4,7,4x7y,-80.8266,-58.4909,-90.1683,-76.5391,-84.2664,-93.0003
4,7,4x7y,-77.2484,-58.783,-90.5734,-74.9066,-82.5118,-90.8691
4,8,4x8y,-80.3199,-63.8444,-92.4694,-76.2403,-80.2804,-87.1123
4,8,4x8y,-76.2977,-69.3278,-81.6614,-76.1178,-82.1914,-90.9645
4,8,4x8y,-84.5904,-67.1965,-83.909,-74.2,-76.3288,-86.9264
4,8,4x8y,-86.6769,-68.2615,-82.8174,-77.4561,-75.4544,-80.7398
4,8,4x8y,-84.1154,-64.9334,-81.0631,-74.4315,-78.2,-85.0466
4,9,4x9y,-83.7767,-70.7139,-85.7947,-81.0903,-72.1427,-92.5038
4,9,4x9y,-80.575,-71.0705,-81.6489,-71.4974,-75.4794,-83.5873
4,9,4x9y,-88.4238,-70.5291,-82.364,-76.5189,-75.7968,-85.7186
4,9,4x9y,-87.3574,-74.7923,-87.4964,-75.0213,-78.5341,-91.4561
4,9,4x9y,-82.6717,-72.5838,-85.52,-76.1537,-80.4456,-94.4277
4,10,4x10y,-83.1478,-74.6416,-89.1914,-73.1805,-78.4533,-84.9119
4,10,4x10y,-92.1469,-71.9897,-90.8654,-72.8509,-72.7683,-84.9208
4,10,4x10y,-84.78,-70.6786,-84.7383,-71.496,-71.0002,-89.8564
4,10,4x10y,-86.7248,-74.7085,-92.0355,-77.3163,-71.0979,-89.8176
4,10,4x10y,-88.04,-76.7786,-84.6095,-79.3355,-76.2802,-82.8601
4,11,4x11y,-93.9623,-77.5318,-83.7567,-77.1152,-69.2765,-88.1155
4,11,4x11y,-81.2019,-76.2154,-86.7351,-78.2773,-70.1105,-83.3875
4,11,4x11y,-88.7915,-75.1714,-93.9706,-78.842,-72.1677,-89.4569
4,11,4x11y,-88.5895,-73.4583,-84.1344,-73.9862,-72.1378,-85.9343
4,11,4x11y,-88.669,-76.325,-86.4422,-74.9915,-69.0616,-83.9505
4,12,4x12y,-88.0102,-80.0038,-88.4003,-79.2506,-62.6068,-83.5088
4,12,4x12y,-85.0594,-77.2583,-92.3038,-74.073,-64.1824,-82.4074
4,12,4x12y,-86.5795,-81.8577,-88.9059,-77.0829,-67.2205,-92.0638
4,12,4x12y,-83.332,-81.8061,-93.3236,-80.1136,-64.2305,-83.5606
4,12,4x12y,-90.9515,-77.815,-80.957,-72.9586,-64.3315,-88.4709
4,13,4x13y,-94.0937,-81.1291,-93.7165,-76.5912,-62.3951,-86.0331
4,13,4x13y,-91.9082,-82.7957,-84.7421,-80.5649,-62.0172,-84.7125
4,13,4x13y,-83.6639,-82.1318,-95.6308,-76.9966,-59.6876,-86.4148
4,13,4x13y,-91.6218,-78.1456,-85.2425,-76.5063,-60.9044,-87.11
4,13,4x13y,-90.6187,-74.6684,-93.7754,-80.7559,-57.764,-80.1478
4,14,4x14y,-86.3929,-86.867,-84.4111,-76.5509,-52.1982,-87.8321
4,14,4x14y,-90.2473,-83.4068,-85.8964,-84.3313,-52.1384,-84.4941
4,14,4x14y,-87.99,-80.8847,-88.0201,-81.9516,-51.8198,-87.6543
4,14,4x14y,-93.1915,-78.7142,-93.6767,-76.4003,-53.2424,-90.9077
4,14,4x14y,-86.9507,-80.6758,-85.4595,-81.4805,-51.294,-87.16
4,15,4x15y,-94.8524,-81.743,-87.4095,-82.1573,-49.8329,-91.1669
4,15,4x15y,-91.7236,-88.197,-84.612,-80.2228,-47.771,-90.3339
4,15,4x15y,-96.6038,-86.0323,-85.2708,-84.4065,-49.217,-82.4019
4,15,4x15y,-83.8045,-85.5574,-93.8199,-78.4643,-47.4412,-84.6092
4,15,4x15y,-92.1978,-87.4835,-95.958,-80.9048,-47.2768,-82.5251
4,16,4x16y,-91.7709,-84.7296,-86.8506,-82.1791,-50.4866,-84.7912
4,16,4x16y,-96.9014,-87.6358,-98.8544,-78.2293,-53.0296,-84.0156
4,16,4x16y,-94.5933,-81.6341,-96.2619,-84.3858,-53.329,-90.3284
4,16,4x16y,-92.9004,-92.0392,-87.9513,-79.3609,-51.1422,-82.0774
4,16,4x16y,-91.1888,-84.4671,-86.1244,-80.9348,-51.7288,-84.421
4,17,4x17y,-93.496,-85.1802,-95.7734,-80.8837,-60.2941,-85.655
4,17,4x17y,-89.5612,-90.8453,-89.8918,-84.0168,-58.3409,-87.0208
4,17,4x17y,-95.8689,-87.516,-92.1893,-86.691,-61.6415,-88.1611
4,17,4x17y,-102.719,-89.1327,-94.8133,-84.2947,-62.4991,-84.1798
4,17,4x17y,-95.4382,-80.3825,-90.1842,-82.8861,-60.8462,-88.7911
4,18,4x18y,-86.436,-93.2331,-97.0245,-87.3063,-66.9385,-89.1089
4,18,4x18y,-97.593,-86.9311,-95.0613,-87.6248,-66.6935,-79.9304
4,18,4x18y,-92.8426,-90.3569,-89.9784,-84.9965,-66.3868,-89.7052
4,18,4x18y,-90.6348,-91.9104,-90.2002,-83.5833,-67.3773,-90.9947
4,18,4x18y,-97.7017,-86.0536,-93.2114,-88.3643,-68.7905,-87.4224
4,19,4x19y,-96.6176,-93.3078,-98.1641,-81.8999,-72.9183,-86.5915
4,19,4x19y,-92.927,-92.5865,-97.7835,-87.7699,-68.0834,-89.4482
4,19,4x19y,-95.8604,-90.866,-96.1373,-80.0367,-70.2013,-87.111
4,19,4x19y,-98.957,-94.7512,-96.7163,-90.0863,-72.3303,-86.9479
4,19,4x19y,-100.8086,-86.5714,-88.823,-88.1754,-67.8806,-82.4836
5,1,5x1y,-71.9418,-71.015,-86.0051,-81.3744,-86.7184,-88.6371
5,1,5x1y,-72.4078,-70.1285,-78.4783,-88.3552,-84.5544,-87.9773
5,1,5x1y,-71.262,-72.1826,-78.6163,-84.4878,-84.7217,-97.8908
5,1,5x1y,-71.8904,-69.8003,-87.3305,-89.3668,-90.6215,-94.5187
5,1,5x1y,-74.1183,-71.1859,-86.8409,-80.7465,-85.7733,-88.0542
5,2,5x2y,-69.6684,-63.2897,-81.0919,-82.4615,-90.771,-89.7915
5,2,5x2y,-73.4684,-64.7605,-80.8208,-85.2308,-86.9076,-95.6981
5,2,5x2y,-74.1796,-64.9044,-87.4749,-86.3866,-78.941,-89.6513
5,2,5x2y,-80.2206,-67.6095,-85.4411,-86.424,-90.3955,-88.091
5,2,5x2y,-76.7078,-62.675,-87.1533,-81.9849,-83.3116,-94.3265
5,3,5x3y,-78.312,-56.6498,-89.5489,-87.4039,-88.8817,-96.049
5,3,5x3y,-77.8261,-58.5313,-82.8408,-82.5679,-93.7742,-84.2713
5,3,5x3y,-75.3652,-56.5203,-84.8121,-80.7962,-89.3332,-91.679
5,3,5x3y,-73.5299,-59.5688,-80.8682,-78.2451,-84.1778,-85.0862
5,3,5x3y,-75.9322,-59.6198,-81.371,-83.2403,-89.7699,-88.8851
5,4,5x4y,-78.5878,-47.9113,-81.4055,-84.1194,-85.9716,-85.7642
5,4,5x4y,-74.1884,-48.8716,-87.985,-80.3004,-86.7257,-85.0608
5,4,5x4y,-74.2649,-47.4891,-80.8515,-78.4661,-87.0162,-93.1897
5,4,5x4y,-82.697,-46.9697,-78.4442,-79.9799,-82.1744,-83.3308
5,4,5x4y,-75.6301,-48.4822,-79.4714,-76.4597,-90.2817,-96.7271
5,6,5x6y,-79.0295,-45.9474,-81.4738,-80.2961,-86.2964,-91.4589
5,6,5x6y,-78.5665,-47.4631,-82.8291,-75.8479,-87.4163,-97.0103
5,6,5x6y,-83.73,-46.6561,-85.959,-79.2541,-81.1351,-95.6064
5,6,5x6y,-77.7538,-48.4545,-76.83,-76.4952,-81.5385,-85.2663
5,6,5x6y,-83.0236,-47.217,-80.2902,-73.1882,-82.2175,-92.904
5,7,5x7y,-82.1102,-59.0951,-80.5493,-74.5855,-78.7558,-91.7209
5,7,5x7y,-84.3196,-58.4241,-80.6359,-76.5278,-82.5046,-91.0191
5,7,5x7y,-80.6726,-59.8727,-78.0922,-70.9786,-82.1183,-91.9177
5,7,5x7y,-85.0975,-58.4731,-81.5126,-74.9638,-83.2315,-90.9567
5,7,5x7y,-81.6521,-58.6742,-89.0121,-69.7485,-80.0131,-88.2328
5,8,5x8y,-83.312,-64.8855,-83.8959,-73.9554,-79.4512,-92.4967
5,8,5x8y,-84.0127,-64.8272,-86.2705,-76.6152,-75.5869,-89.8873
5,8,5x8y,-81.7529,-62.8128,-88.8718,-74.0759,-77.6794,-81.9183
5,8,5x8y,-80.7326,-63.5342,-86.301,-77.6285,-76.5423,-84.9482
5,8,5x8y,-81.5384,-63.7142,-91.2786,-73.8534,-75.7425,-90.49
5,9,5x9y,-80.332,-69.6028,-85.6341,-72.8444,-75.7653,-89.0289
5,9,5x9y,-82.8968,-73.3955,-82.2252,-70.3869,-78.4531,-91.4439
5,9,5x9y,-81.6992,-70.8446,-86.221,-76.1211,-78.3567,-81.7859
5,9,5x9y,-87.2196,-70.6841,-83.3567,-76.5097,-73.6955,-84.8108
5,9,5x9y,-89.5809,-69.1552,-87.6224,-68.8133,-76.1174,-94.6435
