x,y,location,bluetooch1,bluetooch2,bluetooch3,bluetooch4
9,5,9x5y,-81.0751,-83.5658,-73.9541,-41.1826
9,5,9x5y,-83.7118,-89.388,-74.7994,-75.6634
9,5,9x5y,-88.483,-85.2389,-76.0404,-74.9069
9,5,9x5y,-83.7783,-80.5525,-71.569,-72.0238
9,6,9x6y,-87.3617,-16.7566,-80.5846,-69.6787
9,6,9x6y,-79.8258,-81.2189,-79.4139,-73.8627
9,6,9x6y,-84.6062,-88.4131,-47.1732,-71.4976
9,6,9x6y,-80.2585,-82.2773,-78.579,-69.6343
9,6,9x6y,-88.6698,-84.8602,-78.6389,-70.2573
9,7,9x7y,-87.8283,-52.9641,-81.7607,-67.4126
9,7,9x7y,-83.4985,-85.515,-79.9439,-40.2683
9,7,9x7y,-85.111,-84.5474,-79.5161,-66.3733
9,7,9x7y,-86.1426,-77.3785,-77.8228,-66.5299
9,7,9x7y,-92.5802,-16.7223,-78.0283,-68.7038
9,8,9x8y,-91.4037,-51.0693,-79.2332,-60.5325
9,8,9x8y,-53.8358,-86.908,-82.4044,-58.9993
9,8,9x8y,-83.2316,-81.0103,-74.793,-59.6197
9,8,9x8y,-89.9139,-79.2698,-79.3781,-59.8844
9,8,9x8y,-84.7824,-81.5741,-80.0149,-61.7254
9,9,9x9y,-92.3069,-85.5391,-84.0593,-54.9956
9,9,9x9y,-85.0655,-17.2158,-86.3592,-55.7593
9,9,9x9y,-86.8587,-83.5704,-79.2026,-53.4021
9,9,9x9y,-85.787,-51.6731,-78.9799,-54.3454
9,9,9x9y,-91.338,-83.0502,-85.3483,-54.4161
